pair_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado
P01586,Somos egoístas.,KENMU'SAK LLI'I'NUPALEKWA',somos egoístas.,kenmu'sak lli'i'nupalekwa'
P01587,Somos serios.,KU'LA YAMERAPIÑIDEK,somos serios.,ku'la yamerapiñidek
P01588,Nos quedamos.,LLIA'TERWA',nos quedamos.,llia'terwa'
P01589,Miramos,LLI'ATERWA',miramos,lli'aterwa'
P01590,¡Estamos atrapados!,¡PILLI'PI ÑAPALEKWA'!,¡estamos atrapados!,¡pilli'pi ñapalekwa'!
P01591,Estamos atrapados.,PILLI'PI ÑAPALEKWA',estamos atrapados.,pilli'pi ñapalekwa'
P01592,Estamos ganando.,KANA'TAPALEKWA',estamos ganando.,kana'tapalekwa'
P01593,Estamos trabajando.,SAKA'TAPALEKWA',estamos trabajando.,saka'tapalekwa'
P01594,¿Estabas ocupado?,¿AÑAPAWINANCHA' MA'NEN'UN'TA' NUTA'MAK?,¿estabas ocupado?,¿añapawinancha' ma'nen'un'ta' nuta'mak?
P01595,¿Te dispararon?,¿ILAÑINER'KEN?,¿te dispararon?,¿ilañiner'ken?
P01596,¿Estabas enfermo?,¿KALUWI'SU' ÑAPAWINA?,¿estabas enfermo?,¿kaluwi'su' ñapawina?
P01597,¡Qué fiasco!,¡ENPU'NI DAKUTA'IPA'!,¡qué fiasco!,¡enpu'ni dakuta'ipa'!
P01598,¡Qué alivio!,¡ENPU'NI MUI'PA!,¡qué alivio!,¡enpu'ni mui'pa!
P01599,¿Qué ocurrió?,¿MA'NEN'A'CHA NAKULLI?,¿qué ocurrió?,¿ma'nen'a'cha nakulli?
P01600,¿Qué haremos?,¿MA'NEN'A'CHA NU'TATERWA'?,¿qué haremos?,¿ma'nen'a'cha nu'taterwa'?
P01601,¿Cuándo vamos?,¿ENPI'A'CHA PA'ATER?,¿cuándo vamos?,¿enpi'a'cha pa'ater?
P01602,¿Dónde estás?,¿ENÑUPA'CHA ÑAPALA?,¿dónde estás?,¿enñupa'cha ñapala?
P01603,¿Dónde están?,¿ENÑUPA'CHA ÑAPALAMA'?,¿dónde están?,¿enñupa'cha ñapalama'?
P01604,¿Dónde estábamos?,¿ENÑUPA'CHA ÑAPAWINEKWA'?,¿dónde estábamos?,¿enñupa'cha ñapawinekwa'?
P01605,¿Quién gana?,¿DEN KANA'TULLI?,¿quién gana?,¿den kana'tulli?
P01606,¿Ella vendrá?,¿NANA WENCHE'CHU?,¿ella vendrá?,¿nana wenche'chu?
P01607,¿Vendrá ella?,¿WENCHE'CHU NANA?,¿vendrá ella?,¿wenche'chu nana?
P01608,¡Estás borracho!,¡LUPERSU' ÑAPALA!,¡estás borracho!,¡lupersu' ñapala!
P01609,Llegaste temprano.,DASU'LA EKTU'KERLLIA,llegaste temprano.,dasu'la ektu'kerllia
P01610,Se equivocan.,APER'LLINA',se equivocan.,aper'llina'
P01611,¡Puedes hacerlo!,¡YENNITULA NU'TA'MAK!,¡puedes hacerlo!,¡yennitula nu'ta'mak!
P01612,Puedes hacerlo.,YENNITULA NU'TA'MAK,puedes hacerlo.,yennitula nu'ta'mak
P01613,Tienes vino.,A'ÑAPALA' VINU',tienes vino.,a'ñapala' vinu'
P01614,¡Hipócrita!,¡KATU'LADA!,¡hipócrita!,¡katu'lada!
P01615,Pareces ocupado.,MA'NEN'NU'TAPA'MASU'PU'SU' LLI'TULA,pareces ocupado.,ma'nen'nu'tapa'masu'pu'su' lli'tula
P01616,Pareces enfermo.,KALUWINANPU'SU' LLI'TULA,pareces enfermo.,kaluwinanpu'su' lli'tula
P01617,Puedes hablar.,YENNITULA LUN'A'MAK,puedes hablar.,yennitula lun'a'mak
P01618,Debes esperar.,WA'TENTA'MASU' ÑAPALLI,debes esperar.,wa'tenta'masu' ñapalli
P01619,Necesitas ayuda.,KATU'PA' LUWANTULA,necesitas ayuda.,katu'pa' luwantula
P01620,Necesitas esto.,LUWANTULA ASU',necesitas esto.,luwantula asu'
P01621,Deberías ir.,PA'A'MASU' ÑAPALLI,deberías ir.,pa'a'masu' ñapalli
P01622,Hueles mal.,ANAPILA,hueles mal.,anapila
P01623,Pareces loco.,WA'DANPINTEK'PU'SU' LLI'TULA,pareces loco.,wa'danpintek'pu'su' lli'tula
P01624,¿Quieres esto?,¿ASU' LUWANTULA?,¿quieres esto?,¿asu' luwantula?
P01625,Estabas ocupado.,SAKA'TAPAWINA,estabas ocupado.,saka'tapawina
P01626,Eras mío.,KUAKIN ÑIWINA,eras mío.,kuakin ñiwina
P01627,Eras simpático.,U'CHA'PAYA ÑIWINA,eras simpático.,u'cha'paya ñiwina
P01628,Fracasarás.,NU'CHIN'CHU,fracasarás.,nu'chin'chu
P01629,Trabajas duro.,SAKA'TECHU WATENSU',trabajas duro.,saka'techu watensu'
P01630,Trabajas mucho.,SAKA'TECHU EMPU'NIPA,trabajas mucho.,saka'techu empu'nipa
P01631,Llegaran lejos.,WEI EK'TUE'CHUNA',llegaran lejos.,wei ek'tue'chuna'
P01632,Llegará lejos.,WEI EK'TUE'CHU,llegará lejos.,wei ek'tue'chu
P01633,Lo verás.,LLI'ECHU,lo verás.,lli'echu
P01634,La verás.,LLI'ECHU,la verás.,lli'echu
P01635,Eres parcial.,DENLEKPIN'TA' ÑAPALA,eres parcial.,denlekpin'ta' ñapala
P01636,¿Bromeas?,¿SI'LENTAPALA'?,¿bromeas?,¿si'lentapala'?
P01637,¡Estás bromeando!,¡SI'LENTAPALA!,¡estás bromeando!,¡si'lentapala!
P01638,Eres guapa.,MULUNSHA NUKA'MA,eres guapa.,mulunsha nuka'ma
P01639,Estás soltero.,INAPIKEN NUKA'MA,estás soltero.,inapiken nuka'ma
P01640,Estás delgado.,SHA'MU'SU' NUKA'MA,estás delgado.,sha'mu'su' nuka'ma
P01641,Estás dormido.,WICHI'SU' ÑAPALA,estás dormido.,wichi'su' ñapala
P01642,Estás tratando.,YANU'TAPALA,estás tratando.,yanu'tapala
P01643,¿Estoy calificado para el trabajo?,¿MUPALEK SAKA'TUNANKI?,¿estoy calificado para el trabajo?,¿mupalek saka'tunanki?
P01644,¿Tenías miedo?,¿TE'KUAWINA?,¿tenías miedo?,¿te'kuawina?
P01645,¿Estás dormido?,¿WICHI'SU' ÑAPALA?,¿estás dormido?,¿wichi'su' ñapala?
P01646,¿Vendrás?,¿WENCHE'CHUN?,¿vendrás?,¿wenche'chun?
P01647,¿Vienes?,¿WENCHE'CHUN?,¿vienes?,¿wenche'chun?
P01648,¿Estás bromeando?,¿SI'LENTAPALA?,¿estás bromeando?,¿si'lentapala?
P01649,¿Estás soltero?,¿INAPIKEN ÑAPALA?,¿estás soltero?,¿inapiken ñapala?
P01650,Tráemelo.,KERITU'U,tráemelo.,keritu'u
P01651,¿Puedo ayudarle?,¿YENNITULEK KATU'PA'A'KIK?,¿puedo ayudarle?,¿yennitulek katu'pa'a'kik?
P01652,¿Puedo ayudarte?,¿YENNITULEK KATU'PA'A'KIK?,¿puedo ayudarte?,¿yennitulek katu'pa'a'kik?
P01653,¿Puedo besarte?,¿YENNITULEK MUSHA'A'KIK?,¿puedo besarte?,¿yennitulek musha'a'kik?
P01654,¿Puedo verlos?,¿YENNITULEK LLI'DEK'AK?,¿puedo verlos?,¿yennitulek lli'dek'ak?
P01655,¿Puedo sentarme?,¿YENNITULEK DU'AK?,¿puedo sentarme?,¿yennitulek du'ak?
P01656,¿Podemos proseguir?,¿YENNITATERWA TUPITAK?,¿podemos proseguir?,¿yennitaterwa tupitak?
P01657,¿Podemos continuar?,¿YENNITATERWA TUPITAK?,¿podemos continuar?,¿yennitaterwa tupitak?
P01658,¿Puedes levantarte?,¿YENNITULA YUNSAN'A'MAK? ,¿puedes levantarte?,¿yennitula yunsan'a'mak?
P01659,¿Puedes verlo?,¿YENNITULA LLI'A'MAK?,¿puedes verlo?,¿yennitula lli'a'mak?
P01660,Vuelve aquí.,ADENCHER' ASEK,vuelve aquí.,adencher' asek
P01661,Regresa pronto.,ADENCHER' WIUK'SU',regresa pronto.,adencher' wiuk'su'
P01662,Baja aquí.,NU'WANKER' ASEK,baja aquí.,nu'wanker' asek
P01663,Ven entra.,WEKER' DA'ENCHER',ven entra.,weker' da'encher'
P01664,"Vamos, hazlo.","PA'AWA , NU'TER'","vamos, hazlo.","pa'awa, nu'ter'"
P01665,"Vamos, háganlo.","PA'AWA , NU'TUKU'","vamos, háganlo.","pa'awa, nu'tuku'"
P01666,Ven acá.,WENCHER' ASEK,ven acá.,wencher' asek
P01667,¿Entendió?,¿LACHEK'LA?,¿entendió?,¿lachek'la?
P01668,¿Lo viste?,¿LLI'LA?,¿lo viste?,¿lli'la?
P01669,Hágalo mañana.,EKLLI NU'TER',hágalo mañana.,eklli nu'ter'
P01670,¿Te conocemos?,¿LUWER'CHAPALLIDEN?,¿te conocemos?,¿luwer'chapalliden?
P01671,¿Lo tienes?,¿A'ÑAPALA?,¿lo tienes?,¿a'ñapala?
P01672,¿Me oyes?,¿LAUK'APALUN?,¿me oyes?,¿lauk'apalun?
P01673,¿Me escuchás?,¿LAUK'APALUN?,¿me escuchás?,¿lauk'apalun?
P01674,¿Lo sabes?,¿ÑINCHITAPALA?,¿lo sabes?,¿ñinchitapala?
P01675,¿Me conocen?,¿LUWER'CHAPALAMA'U?,¿me conocen?,¿luwer'chapalama'u?
P01676,¿Nos conoces?,¿LUWER'CHAPALAMA'UDEK?,¿nos conoces?,¿luwer'chapalama'udek?
P01677,¿Te gusta?,¿IYATULA?,¿te gusta?,¿iyatula?
P01678,¿Me quieres?,¿LUWANTULUN?,¿me quieres?,¿luwantulun?
P01679,¿Me amas?,¿LUWANTULUN?,¿me amas?,¿luwantulun?
P01680,¿Te gusto?,¿IYATULUN?,¿te gusto?,¿iyatulun?
P01681,¿Duele esto?,¿IKERLLI ASU'?,¿duele esto?,¿ikerlli asu'?
P01682,No forcejees.,YANANTAPITA,no forcejees.,yanantapita
P01683,Cómete todo.,KA'KER' IÑER',cómete todo.,ka'ker' iñer'
P01684,Cómanse todo.,KA'KU' IÑER',cómanse todo.,ka'ku' iñer'
P01685,Todos mienten.,IÑER' TUMU'LLINA',todos mienten.,iñer' tumu'llina'
P01686,Todos pagaron.,IÑER' PANWILEK'TULLINA',todos pagaron.,iñer' panwilek'tullina'
P01687,Dáselo.,ENKA'KER',dáselo.,enka'ker'
P01688,Buenas tardes.,MUER'WA,buenas tardes.,muer'wa
P01689,Pásaselo.,ENKA'KER',pásaselo.,enka'ker'
P01690,¡Feliz año!,¡MUEK'KILALA!,¡feliz año!,¡muek'kilala!
P01691,¿Has comido?,¿WERANA?,¿has comido?,¿werana?
P01692,¿Comiste?,¿WERANA?,¿comiste?,¿werana?
P01693,¿Ya comiste?,¿IPA WERANA?,¿ya comiste?,¿ipa werana?
P01694,Él aceleró.,APINTA'A'TEKALLI,él aceleró.,apinta'a'tekalli
P01695,Tiene barba.,AMU UTEK'WAÑI,tiene barba.,amu utek'wañi
P01696,Ha cambiado.,A'PAWILEKLLI,ha cambiado.,a'pawileklli
P01697,Es canadiense.,KANADIENSE NUKA'A,es canadiense.,kanadiense nuka'a
P01698,La increpó.,YUTULLI,la increpó.,yutulli
P01699,Parece enfadada.,YUPA'MASU'PUSU' LLI'TULA,parece enfadada.,yupa'masu'pusu' lli'tula
P01700,Vende frutas.,UKU'LATAPALLI WAYUPILUSA',vende frutas.,uku'latapalli wayupilusa'
P01701,Debería venir.,WENCHA'WINSU',debería venir.,wencha'winsu'
P01702,Quiere ir.,YAPA'LLI,quiere ir.,yapa'lli
P01703,Se ahogó.,CHIMIDEK'TULLI,se ahogó.,chimidek'tulli
P01704,Está deprimido.,WE'INUTAPALLI,está deprimido.,we'inutapalli
P01705,Aquí vienen.,ASEK UK'APILELLINA',aquí vienen.,asek uk'apilellina'
P01706,¿Cuánto es?,¿ENPUDUNCHA?,¿cuánto es?,¿enpuduncha?
P01707,"¡Apúrensen, muchachos!",¡WIUK'KU WILALUSA'!,"¡apúrensen, muchachos!",¡wiuk'ku wilalusa'!
P01708,Ya sé.,IPA' ÑINCHITULEK,ya sé.,ipa' ñinchitulek
P01709,Comí demasiado.,NAKUSU' WERANEK,comí demasiado.,nakusu' weranek
P01710,Te creí.,LATEKLLIEN,te creí.,latekllien
P01711,Presto dinero.,ALANTAPALEK KULLIKER',presto dinero.,alantapalek kulliker'
P01712,Traje vino.,KERLLIEK VINU',traje vino.,kerlliek vinu'
P01713,Puedo ayudarte.,YENNITULEK KATU'PA'A'KIK,puedo ayudarte.,yennitulek katu'pa'a'kik
P01714,Puedo demostrarlo.,YENNITULEK A'LLI'TAK,puedo demostrarlo.,yennitulek a'lli'tak
P01715,Lo noto.,LLI'APALEK,lo noto.,lli'apalek
P01716,No pico.,KU'LA EK'KUANPINEK,no pico.,ku'la ek'kuanpinek
P01717,No sigo.,KU'LA TUPIAPI'NEK,no sigo.,ku'la tupiapi'nek
P01718,No entiendo.,KU'LA LACHEK'I'NEK,no entiendo.,ku'la lachek'i'nek
P01719,Bebo café.,ULEK WAYUSA',bebo café.,ulek wayusa'
P01720,Me arrestaron.,PILLI'TULLINER'KU',me arrestaron.,pilli'tulliner'ku'
P01721,Me divorcié.,YANPU'LEK,me divorcié.,yanpu'lek
P01722,Me divertí.,SAKEK'LEK,me divertí.,sakek'lek
P01723,Odio bailar.,LUYULEK LANSA'AK,odio bailar.,luyulek lansa'ak
P01724,Detesto bailar.,LUYULEK LANSA'AK,detesto bailar.,luyulek lansa'ak
P01725,Odio planchar.,EMPU'DUNCHA',odio planchar.,empu'duncha'
P01726,Odio trabajar.,LUYULEK SAKA'TAK,odio trabajar.,luyulek saka'tak
P01727,Tengo tos.,ILULEK,tengo tos.,ilulek
P01728,Ni idea.,NINCHICHI'NEK,ni idea.,ninchichi'nek
P01729,Tengo hermanas.,UTRINWANPALEK,tengo hermanas.,utrinwanpalek
P01730,Adoro ganar.,IYATULEK KANA'TAK,adoro ganar.,iyatulek kana'tak
P01731,Hice panecitos.,NUTULEK TANTA'SHALA,hice panecitos.,nutulek tanta'shala
P01732,Debo regresar.,ADANTA'A'KASU' ÑAPALLI,debo regresar.,adanta'a'kasu' ñapalli
P01733,Necesito respuestas.,LUWANTULEK NA'PIA'MUSU',necesito respuestas.,luwantulek na'pia'musu'
P01734,Necesito descansar.,LUWANTULEK NERIAK,necesito descansar.,luwantulek neriak
P01735,Necesito trabajar.,LUWANTULEK SAKA'TAK,necesito trabajar.,luwantulek saka'tak
P01736,Necesitaba dinero.,LUWANTUWINEK KULLIKER',necesitaba dinero.,luwantuwinek kulliker'
P01737,Ahora recuerdo.,IPA'LA LLI'INUTULEK,ahora recuerdo.,ipa'la lli'inutulek
P01738,Te recuerdo.,LLI'INUTAPALLIEN,te recuerdo.,lli'inutapallien
P01739,Estornudo mucho.,A'SHULEK WAPU',estornudo mucho.,a'shulek wapu'
P01740,Hablo francés.,LUMPALEK FRANCES,hablo francés.,lumpalek frances
P01741,Estudio francés.,A'LEK'APALLINER'KU FRANCES,estudio francés.,a'lek'apalliner'ku frances
P01742,Estudio coreano.,A'LEK'APALLINER'KU KOREANO,estudio coreano.,a'lek'apalliner'ku koreano
P01743,Enseño francés.,A'LEK'TAPALEK FRANCES,enseño francés.,a'lek'tapalek frances
P01744,Quiero otro.,LUWANTULEK ALI'LA,quiero otro.,luwantulek ali'la
P01745,Quiero ayudar.,YAKATUPA'TULEK,quiero ayudar.,yakatupa'tulek
P01746,Quiero vivir.,YANAMPILEK,quiero vivir.,yanampilek
P01747,Quiero jugar.,YAINTEKLLITULEK,quiero jugar.,yaintekllitulek
P01748,Quiero renunciar.,YAYUNSU'LEK,quiero renunciar.,yayunsu'lek
P01749,Quiero descansar.,YANERILEK,quiero descansar.,yanerilek
P01750,Quiero hablar.,YALUN'NEK,quiero hablar.,yalun'nek
P01751,Quiero trabajar.,YASAKA'TULEK,quiero trabajar.,yasaka'tulek
P01752,Fui arrestado.,PILLITUWIÑINERKU',fui arrestado.,pillituwiñinerku'
P01753,Estaba soñando.,WA'LATAPAWINEK,estaba soñando.,wa'latapawinek
P01754,Estaba durmiendo.,WICHA'PAWINEK,estaba durmiendo.,wicha'pawinek
P01755,Estaba sudando.,ELLIA'PAWINEK,estaba sudando.,ellia'pawinek
P01756,Fui bienvenido.,MUSU' SEKAPER'LLINERKU,fui bienvenido.,musu' sekaper'llinerku
P01757,Estaba agotado.,ÑAPAWINEK SAKA'TUSU',estaba agotado.,ñapawinek saka'tusu'
P01758,Desearía poder.,YEN'NICHINA'KA,desearía poder.,yen'nichina'ka
P01759,Sería cuidadoso.,ÑI'INAKA INLU'UKTUTEK,sería cuidadoso.,ñi'inaka inlu'uktutek
P01760,Preferiría morir.,CHIMIN'INA'KA,preferiría morir.,chimin'ina'ka
P01761,Estaré cerca.,KAWIK ÑAPECHEK,estaré cerca.,kawik ñapechek
P01762,Seré directo.,CHEKSU' ÑECHEK,seré directo.,cheksu' ñechek
P01763,Los llamaré.,PEKLUE'CHENMA',los llamaré.,peklue'chenma'
P01764,Te llamaré.,PEKLUE'CHEN,te llamaré.,peklue'chen
P01765,Lo regañaré.,YUTE'CHEK,lo regañaré.,yute'chek
P01766,Le reñiré.,YUTE'CHEK,le reñiré.,yute'chek
P01767,Te invitaré.,PEKLUE'CHEN,te invitaré.,peklue'chen
P01768,Soy principiante.,TENMIANSU'PALEK,soy principiante.,tenmiansu'palek
P01769,Soy músico.,TULUNER'CHEKU NUKA'KA,soy músico.,tuluner'cheku nuka'ka
P01770,Estoy asombrada.,IMANANTUSU' ÑAPALEK,estoy asombrada.,imanantusu' ñapalek
P01771,Estoy apurado.,WIUK'APALEK,estoy apurado.,wiuk'apalek
P01772,Me desnudo.,INANPILECHEK,me desnudo.,inanpilechek
P01773,Estoy desempleado.,MAKEK SAKA'TAPI'NEK,estoy desempleado.,makek saka'tapi'nek
P01774,Estoy parado.,WANERAPALEK,estoy parado.,wanerapalek
P01775,Estoy desempleada.,MAKEK SAKA'TAPI'NEK,estoy desempleada.,makek saka'tapi'nek
P01776,Estoy acostumbrado.,ÑAPALEK DA'IYASU',estoy acostumbrado.,ñapalek da'iyasu'
P01777,Me vieron.,LLI'LLINER'KU,me vieron.,lli'lliner'ku
P01778,Me dispararon.,ILANÑINER'KU,me dispararon.,ilanñiner'ku
P01779,Me demandaron.,IKER'LALAK AKU'LLINERKU,me demandaron.,iker'lalak aku'llinerku
P01780,Los vi.,LLI'DEK'LEK,los vi.,lli'dek'lek
P01781,¿Es médico?,¿LULENTUTEKEN'A'CHA?,¿es médico?,¿lulentuteken'a'cha?
P01782,¿Es doctor?,¿LULENTUTEK'A'CHA?,¿es doctor?,¿lulentutek'a'cha?
P01783,¿Está durmiendo?,¿WICHA'PALLI?,¿está durmiendo?,¿wicha'palli?
P01784,¿Está dormido?,¿WICHISU'A'CHA?,¿está dormido?,¿wichisu'a'cha?
P01785,¿Es posible?,¿YENNITATER'A'CHA?,¿es posible?,¿yennitater'a'cha?
P01786,¿Está sano?,¿MUDINUPALLINCHA?,¿está sano?,¿mudinupallincha?
P01787,¿Está mejor?,¿IPA' MULA'LLI?,¿está mejor?,¿ipa' mula'lli?
P01788,Puede hacerse.,YENNITULEK NU'TAK,puede hacerse.,yennitulek nu'tak
P01789,No funcionó.,KU'LA SAKA'CHI'ÑI,no funcionó.,ku'la saka'chi'ñi
P01790,Mejora.,TEKDIPERKER,mejora.,tekdiperker
P01791,Es sábado.,SAWADU' NUKA'A,es sábado.,sawadu' nuka'a
P01792,Huele bien.,U'CHIMU LANELLIEK,huele bien.,u'chimu lanelliek
P01793,¡Huele rico!,¡IYASU' LANELLIEK!,¡huele rico!,¡iyasu' lanelliek!
P01794,Parece fácil.,SAKA'DEK'INPU' LLI'TULLI,parece fácil.,saka'dek'inpu' lli'tulli
P01795,Fue ameno.,U'CHIMU ÑIWIÑI,fue ameno.,u'chimu ñiwiñi
P01796,Era perfecto.,U'CHIMU ÑIWIÑI,era perfecto.,u'chimu ñiwiñi
P01797,Fue planeado.,LLI'INUPI ÑIWIÑI,fue planeado.,lli'inupi ñiwiñi
P01798,Estaba nevando.,PULUNKER'APAWIÑI,estaba nevando.,pulunker'apawiñi
P01799,Nevaba.,PULUNKER'APAWIÑI,nevaba.,pulunker'apawiñi
P01800,Estará listo.,INSEK'DIPERPI ÑAPE'CHU,estará listo.,insek'diperpi ñape'chu
P01801,Es mes de navidad.,ÑIÑUDUKER' NUKA'A,es mes de navidad.,ñiñuduker' nuka'a
P01802,Me supera.,KANA'LLIU,me supera.,kana'lliu
P01803,Es delicioso.,IYASU' NUKA'A,es delicioso.,iyasu' nuka'a
P01804,Es diferente.,NERPI'LA NUKA'A,es diferente.,nerpi'la nuka'a
P01805,Es idéntico.,NANAPU'SU' NUKA'A,es idéntico.,nanapu'su' nuka'a
P01806,Está vibrando.,PADA'SA'TAPALLI,está vibrando.,pada'sa'tapalli
P01807,¡Es maravilloso!,¡LIATUSU' NUKA'A!,¡es maravilloso!,¡liatusu' nuka'a!
P01808,Olvídalo ya.,IPA' PINANERKER',olvídalo ya.,ipa' pinanerker'
P01809,Simplemente hazlo.,MA'PU'SU'PINTAK NU'TER,simplemente hazlo.,ma'pu'su'pintak nu'ter
P01810,Déjame irme.,TA'ITULA'U PAE'CHEK,déjame irme.,ta'itula'u pae'chek
P01811,Llévalo contigo.,EKPA'KER KENMALEK,llévalo contigo.,ekpa'ker kenmalek
P01812,Consérvalo contigo.,SEKDIPERKER' KENMALEK,consérvalo contigo.,sekdiperker' kenmalek
P01813,Siga intentando.,INPALERIAPER',siga intentando.,inpaleriaper'
P01814,Sigue buscando.,DUNKER'APER'I'LA,sigue buscando.,dunker'aper'i'la
P01815,Déjelo ahí.,TA'ITULER NANEK,déjelo ahí.,ta'ituler nanek
P01816,¡Déjame sola!,TA'ITULA'U KUASA',¡déjame sola!,ta'itula'u kuasa'
P01817,Déjanos solos.,TA'ITULA'UDEK KUDASA',déjanos solos.,ta'itula'udek kudasa'
P01818,Déjame explicar.,TA'ITULA'U WINTECHEN,déjame explicar.,ta'itula'u wintechen
P01819,Déjame sentirlo.,TA'ITULA'U LAUK'ECHEK,déjame sentirlo.,ta'itula'u lauk'echek
P01820,Déjame oírlo.,TA'ITULA'U LAUK'ECHEK,déjame oírlo.,ta'itula'u lauk'echek
P01821,Déjalos pelear.,TA'ITULA'DEK'KU' IDENMAINA',déjalos pelear.,ta'itula'dek'ku' idenmaina'
P01822,Seamos valientes.,ÑIAWA' NANTAPITEK LUSA',seamos valientes.,ñiawa' nantapitek lusa'
P01823,Continuemos.,TUPITAWA',continuemos.,tupitawa'
P01824,Comamos aquí.,WERANWA' ASEK,comamos aquí.,weranwa' asek
P01825,Practiquemos.,IMPALERIAWA',practiquemos.,impaleriawa'
P01826,Sentémonos.,DU'AWA',sentémonos.,du'awa'
P01827,Levantémonos.,YUNSANWA',levantémonos.,yunsanwa'
P01828,Escucha atentamente.,LAU'KER' MUSU',escucha atentamente.,lau'ker' musu'
P01829,¡Escucha esto!,¡LAU'KER' ASU'!,¡escucha esto!,¡lau'ker' asu'!
P01830,¿Puedo acompañarle?,¿YENNITULEK KA'TAN'AN'SU'?,¿puedo acompañarle?,¿yennitulek ka'tan'an'su'?
P01831,¿Puedo acompañarles?,¿YENNITULEK KA'TAN'AN'MASU'?,¿puedo acompañarles?,¿yennitulek ka'tan'an'masu'?
P01832,¿Puedo unírmeles?,¿YENNITULEK PIPER'AN'MASU'?,¿puedo unírmeles?,¿yennitulek piper'an'masu'?
P01833,Muévase ya.,LENME'KER' IPA,muévase ya.,lenme'ker' ipa
P01834,Nadie gritó.,ÑIDEN LAMAPUI'ÑI,nadie gritó.,ñiden lamapui'ñi
P01835,Nadie escucha.,ÑIDEN LAUK'TAPI'ÑI,nadie escucha.,ñiden lauk'tapi'ñi
P01836,Demuéstramelo.,A'LLI'U,demuéstramelo.,a'lli'u
P01837,Dilo claramente.,TUKER' TEKINCHIWALEK,dilo claramente.,tuker' tekinchiwalek
P01838,¿Empezamos?,¿TENMIANSU'TER?,¿empezamos?,¿tenmiansu'ter?
P01839,¿Comenzamos?,¿TENMIANSU'TER?,¿comenzamos?,¿tenmiansu'ter?
P01840,¿Quiere bailar?,¿YALANSA'LLI?,¿quiere bailar?,¿yalansa'lli?
P01841,¿Bailamos?,¿LANSA'WA?,¿bailamos?,¿lansa'wa?
P01842,La cogieron.,PILLI'TULLINA',la cogieron.,pilli'tullina'
P01843,Estaba llorando.,WELLIEK'APAWIÑI,estaba llorando.,welliek'apawiñi
P01844,¿Debería cerrar?,¿UNKU'TUWINANSIN?,¿debería cerrar?,¿unku'tuwinansin?
P01845,Apareció humo.,LLI'TULLI KELLIU,apareció humo.,lli'tulli kelliu
P01846,Fumar apesta.,U'WA'TAK ANALLI,fumar apesta.,u'wa'tak analli
P01847,Estuvo cerca.,ÑAPAWIÑI KAWIK,estuvo cerca.,ñapawiñi kawik
P01848,¡Increíble!,¡LATEK'I'NEK!,¡increíble!,¡latek'i'nek!
P01849,Es correcto.,MULLINCHA',es correcto.,mullincha'
P01850,Es evidente.,LATEK'LANAÑI,es evidente.,latek'lanañi
P01851,Está claro.,LATEK'LA NAÑI,está claro.,latek'la nañi
P01852,Es obvio.,LATEK'LA NAÑI,es obvio.,latek'la nañi
P01853,Es ese.,NUKA'A NANA,es ese.,nuka'a nana
P01854,Qué malo.,MUKANKANINPU',qué malo.,mukankaninpu'
P01855,Ellos aplaudieron.,NAWA' INLLIPU'ITEKLATULLINA',ellos aplaudieron.,nawa' inllipu'iteklatullina'
P01856,Le preguntaron.,LEK'KLLINA',le preguntaron.,lek'kllina'
P01857,Ambos murieron.,NU'MISANSU' CHIMIÑINA',ambos murieron.,nu'misansu' chimiñina'
P01858,Tienen vino.,A'ÑAPALLINA' VINU',tienen vino.,a'ñapallina' vinu'
P01859,Ellos discutieron.,NAWA' INYUTULLINA',ellos discutieron.,nawa' inyutullina'
P01860,Quieren más.,LUWANTULLINA' A'PINTA,quieren más.,luwantullina' a'pinta
P01861,Estaban muertos.,ÑAPAWIÑINA' CHIMIPI,estaban muertos.,ñapawiñina' chimipi
P01862,Estaban enfermos.,ÑAPAWIÑINA' KALUWI'SU',estaban enfermos.,ñapawiñina' kaluwi'su'
P01863,Ellos ayudarán.,NAWA' KATU'PA'TECHUNA',ellos ayudarán.,nawa' katu'pa'techuna'
P01864,Trabajan mucho.,SAKA'TULLINA' NAKUSU',trabajan mucho.,saka'tullina' nakusu'
P01865,Atacarán.,PANPER'ECHUNA',atacarán.,panper'echuna'
P01866,Ellos atacarán.,NAWA PANPER'CHECHUNA',ellos atacarán.,nawa panper'chechuna'
P01867,Vienen.,UK'APILELLINA',vienen.,uk'apilellina'
P01868,Están fatal.,MUINSU' ÑAPALLINA',están fatal.,muinsu' ñapallina'
P01869,Están dentro.,KINEKLA' ÑAPALLINA',están dentro.,kinekla' ñapallina'
P01870,Piénsatelo.,INLLI'INUKER',piénsatelo.,inlli'inuker'
P01871,Piénsalo.,INLLI'INUER',piénsalo.,inlli'inuer'
P01872,Este funciona.,ASU' SAKA'TECHU',este funciona.,asu' saka'techu'
P01873,Falta Tomás.,PAWANPALLI CHUMA,falta tomás.,pawanpalli chuma
P01874,Tom canta.,TOM TULUNER'LLI,tom canta.,tom tuluner'lli
P01875,Tom recordó.,TOM LLI'INUTULLI,tom recordó.,tom lli'inutulli
P01876,Tom entendió.,TOM LACHEK'LLI,tom entendió.,tom lachek'lli
P01877,Tom luchará.,TOM IDENMECHU,tom luchará.,tom idenmechu
P01878,"¡Tom, respóndeme!","¡TOM , NA'PIU!","¡tom, respóndeme!","¡tom, na'piu!"
