pair_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado,has_audit_flags
P01531,¡Qué listo!,¡DAKUTI'ÑI!,¡qué listo!,¡dakuti'ñi!,False
P01532,Ya basta.,TA'ITULER',ya basta.,ta'ituler',True
P01533,Es suficiente.,NANASA',es suficiente.,nanasa',True
P01534,Es simple.,SAKA'DEK'INPU',es simple.,saka'dek'inpu',False
P01535,Aquí tienes.,ASEK A'ÑAPALA,aquí tienes.,asek a'ñapala,False
P01536,Están aquí.,ASEK ÑAPALLINA',están aquí.,asek ñapallina',False
P01537,Cancelaron.,TA'ITULA'LLINA',cancelaron.,ta'itula'llina',False
P01538,Lo encontraron.,KANAÑINA' ,lo encontraron.,kanañina',False
P01539,Te conocen.,LUWER'CHAPALLIÑER'KEN,te conocen.,luwer'chapalliñer'ken,False
P01540,Deben morir.,CHIMIN'ER'KASU'ÑAPALLI,deben morir.,chimin'er'kasu'ñapalli,False
P01541,Gritaron.,LAMAPU'LLINA',gritaron.,lamapu'llina',False
P01542,Ellos bailarán.,NAWA' LANSE'CHUNA',ellos bailarán.,nawa' lanse'chuna',False
P01543,Están vivos.,NANPIPALLINA',están vivos.,nanpipallina',False
P01544,Están solos.,NAWA'SA' ÑAPALLINA',están solos.,nawa'sa' ñapallina',False
P01545,Están enojados.,YUSU' ÑAPALLINA',están enojados.,yusu' ñapallina',False
P01546,Están limpias.,MUPISUSA' ÑAPALLINA',están limpias.,mupisusa' ñapallina',False
P01547,Están mintiendo.,TUMU'PALLINA',están mintiendo.,tumu'pallina',False
P01548,Están cansados.,SAKA'TUSU' ÑAPALLINA',están cansados.,saka'tusu' ñapallina',False
P01549,Son gemelos.,INSILANPI NUKER'KA,son gemelos.,insilanpi nuker'ka,False
P01550,Es incorrecto.,MUI'SU' NUKA'A,es incorrecto.,mui'su' nuka'a,False
P01551,Tom aplaudió.,TOM INLLIPU'ITEK'LATULLI,tom aplaudió.,tom inllipu'itek'latulli,False
P01552,Tom dudó.,TOM LATEK'CHI'ÑI,tom dudó.,tom latek'chi'ñi,False
P01553,Tom recuerda.,TOM LLI'INUTAPALLI,tom recuerda.,tom lli'inutapalli,False
P01554,Tom vaciló.,TOM SI'LENTULLI,tom vaciló.,tom si'lentulli,False
P01555,Tom mentía.,TOM TUMU'PAWIÑI,tom mentía.,tom tumu'pawiñi,False
P01556,Tom palideció.,TOM SHA'PI'WIÑI,tom palideció.,tom sha'pi'wiñi,False
P01557,Tom cocinará.,TOM AKUSUTE'CHU,tom cocinará.,tom akusute'chu,False
P01558,Tom obedecerá.,TOM LATEKTE'CHU,tom obedecerá.,tom latekte'chu,False
P01559,Intenta hacerlo.,TEKLERIER' NU'TA'MAK,intenta hacerlo.,teklerier' nu'ta'mak,False
P01560,¿Estaba roncando?,¿TUKULU'PAWIÑI?,¿estaba roncando?,¿tukulu'pawiñi?,False
P01561,Estamos llorando.,WELLIEK'APALLIDEK,estamos llorando.,welliek'apallidek,False
P01562,Estamos arruinados.,NAKUSU' MUIN'SU' ÑAPALLIDEK ,estamos arruinados.,nakusu' muin'su' ñapallidek,True
P01563,Estamos condenados.,NAKUSU' MUIN'SU' ÑAPALLIDEK ,estamos condenados.,nakusu' muin'su' ñapallidek,True
P01564,Tenemos hambre.,UKI'LALLIDEK,tenemos hambre.,uki'lallidek,False
P01565,Podríamos leer.,YENNITUWINASKUDEK LUNTAK,podríamos leer.,yennituwinaskudek luntak,False
P01566,Podríamos caminar.,YENNITUWINASKUDEK DEK'KUNTAK,podríamos caminar.,yennituwinaskudek dek'kuntak,False
P01567,Fuimos robados.,APE'CHUWIÑINER'KUDEK,fuimos robados.,ape'chuwiñiner'kudek,False
P01568,Nos robaron.,APERLLINER'KUDEK,nos robaron.,aperlliner'kudek,False
P01569,Tenemos perro.,A'ÑAPALLIDEK ÑIÑI'WA,tenemos perro.,a'ñapallidek ñiñi'wa,False
P01570,Tenemos planes.,A'ÑAPALLIDEK MA'NEN'UN'TA' NU'TAK,tenemos planes.,a'ñapallidek ma'nen'un'ta' nu'tak,False
P01571,Tenemos reglas.,A'ÑAPALLIDEK LA'LA'LUSA' LATEK'AK,tenemos reglas.,a'ñapallidek la'la'lusa' latek'ak,False
P01572,Necesitamos dinero.,KULLIKER' LUWANTULLIDEK,necesitamos dinero.,kulliker' luwantullidek,False
P01573,Nunca hablamos.,ÑINPI' LUNPI'ÑIDEK,nunca hablamos.,ñinpi' lunpi'ñidek,False
P01574,Deberíamos comer.,KA'A'KAWA'SU' ÑAPALLI,deberíamos comer.,ka'a'kawa'su' ñapalli,False
P01575,Lo entendemos.,LACHEK'APALLIDEK,lo entendemos.,lachek'apallidek,False
P01576,Estábamos cerca.,KAWITUSU' ÑAPAWIÑIDEK,estábamos cerca.,kawitusu' ñapawiñidek,False
P01577,Estábamos borrachos.,LUPERSU' ÑAPAWIÑIDEK,estábamos borrachos.,lupersu' ñapawiñidek,False
P01578,Teníamos razón.,A'PERSU' ÑAPIÑIDEK,teníamos razón.,a'persu' ñapiñidek,False
P01579,Sobreviviremos.,CHIMINLLINKEKLA NANPITERWA',sobreviviremos.,chiminllinkekla nanpiterwa',False
P01580,Somos primos.,YALLI'WALUSA' NUKA'KAWA',somos primos.,yalli'walusa' nuka'kawa',False
P01581,Estamos intrigados.,LACHEK'INSU' ÑAPALLIDEK,estamos intrigados.,lachek'insu' ñapallidek,False
P01582,Estamos bailando.,LANSA'PALLIDEK,estamos bailando.,lansa'pallidek,False
P01583,Nos vamos.,PA'ECHIDEK,nos vamos.,pa'echidek,False
P01584,Estamos casados.,SADASU' ÑAPALEK',estamos casados.,sadasu' ñapalek',False
P01585,Estamos leyendo.,KERKA' LUNTAPALLIDEK,estamos leyendo.,kerka' luntapallidek,False
P01586,Somos egoístas.,KENMU'SAK LLI'I'NUPALEKWA',somos egoístas.,kenmu'sak lli'i'nupalekwa',False
P01587,Somos serios.,KU'LA YAMERAPIÑIDEK,somos serios.,ku'la yamerapiñidek,False
P01588,Nos quedamos.,LLIA'TERWA',nos quedamos.,llia'terwa',False
P01589,Miramos,LLI'ATERWA',miramos,lli'aterwa',False
P01590,¡Estamos atrapados!,¡PILLI'PI ÑAPALEKWA'!,¡estamos atrapados!,¡pilli'pi ñapalekwa'!,False
P01591,Estamos atrapados.,PILLI'PI ÑAPALEKWA',estamos atrapados.,pilli'pi ñapalekwa',False
P01592,Estamos ganando.,KANA'TAPALEKWA',estamos ganando.,kana'tapalekwa',False
P01593,Estamos trabajando.,SAKA'TAPALEKWA',estamos trabajando.,saka'tapalekwa',False
P01594,¿Estabas ocupado?,¿AÑAPAWINANCHA' MA'NEN'UN'TA' NUTA'MAK?,¿estabas ocupado?,¿añapawinancha' ma'nen'un'ta' nuta'mak?,False
P01595,¿Te dispararon?,¿ILAÑINER'KEN?,¿te dispararon?,¿ilañiner'ken?,False
P01596,¿Estabas enfermo?,¿KALUWI'SU' ÑAPAWINA?,¿estabas enfermo?,¿kaluwi'su' ñapawina?,False
P01597,¡Qué fiasco!,¡ENPU'NI DAKUTA'IPA'!,¡qué fiasco!,¡enpu'ni dakuta'ipa'!,False
P01598,¡Qué alivio!,¡ENPU'NI MUI'PA!,¡qué alivio!,¡enpu'ni mui'pa!,False
P01599,¿Qué ocurrió?,¿MA'NEN'A'CHA NAKULLI?,¿qué ocurrió?,¿ma'nen'a'cha nakulli?,False
P01600,¿Qué haremos?,¿MA'NEN'A'CHA NU'TATERWA'?,¿qué haremos?,¿ma'nen'a'cha nu'taterwa'?,False
P01601,¿Cuándo vamos?,¿ENPI'A'CHA PA'ATER?,¿cuándo vamos?,¿enpi'a'cha pa'ater?,False
P01602,¿Dónde estás?,¿ENÑUPA'CHA ÑAPALA?,¿dónde estás?,¿enñupa'cha ñapala?,False
P01603,¿Dónde están?,¿ENÑUPA'CHA ÑAPALAMA'?,¿dónde están?,¿enñupa'cha ñapalama'?,False
P01604,¿Dónde estábamos?,¿ENÑUPA'CHA ÑAPAWINEKWA'?,¿dónde estábamos?,¿enñupa'cha ñapawinekwa'?,False
P01605,¿Quién gana?,¿DEN KANA'TULLI?,¿quién gana?,¿den kana'tulli?,False
P01606,¿Ella vendrá?,¿NANA WENCHE'CHU?,¿ella vendrá?,¿nana wenche'chu?,False
P01607,¿Vendrá ella?,¿WENCHE'CHU NANA?,¿vendrá ella?,¿wenche'chu nana?,False
P01608,¡Estás borracho!,¡LUPERSU' ÑAPALA!,¡estás borracho!,¡lupersu' ñapala!,False
P01609,Llegaste temprano.,DASU'LA EKTU'KERLLIA,llegaste temprano.,dasu'la ektu'kerllia,False
P01610,Se equivocan.,APER'LLINA',se equivocan.,aper'llina',False
P01611,¡Puedes hacerlo!,¡YENNITULA NU'TA'MAK!,¡puedes hacerlo!,¡yennitula nu'ta'mak!,False
P01612,Puedes hacerlo.,YENNITULA NU'TA'MAK,puedes hacerlo.,yennitula nu'ta'mak,False
P01613,Tienes vino.,A'ÑAPALA' VINU',tienes vino.,a'ñapala' vinu',False
P01614,¡Hipócrita!,¡KATU'LADA!,¡hipócrita!,¡katu'lada!,False
P01615,Pareces ocupado.,MA'NEN'NU'TAPA'MASU'PU'SU' LLI'TULA,pareces ocupado.,ma'nen'nu'tapa'masu'pu'su' lli'tula,False
P01616,Pareces enfermo.,KALUWINANPU'SU' LLI'TULA,pareces enfermo.,kaluwinanpu'su' lli'tula,False
P01617,Puedes hablar.,YENNITULA LUN'A'MAK,puedes hablar.,yennitula lun'a'mak,False
P01618,Debes esperar.,WA'TENTA'MASU' ÑAPALLI,debes esperar.,wa'tenta'masu' ñapalli,False
P01619,Necesitas ayuda.,KATU'PA' LUWANTULA,necesitas ayuda.,katu'pa' luwantula,False
P01620,Necesitas esto.,LUWANTULA ASU',necesitas esto.,luwantula asu',False
P01621,Deberías ir.,PA'A'MASU' ÑAPALLI,deberías ir.,pa'a'masu' ñapalli,False
P01622,Hueles mal.,ANAPILA,hueles mal.,anapila,False
P01623,Pareces loco.,WA'DANPINTEK'PU'SU' LLI'TULA,pareces loco.,wa'danpintek'pu'su' lli'tula,False
P01624,¿Quieres esto?,¿ASU' LUWANTULA?,¿quieres esto?,¿asu' luwantula?,False
P01625,Estabas ocupado.,SAKA'TAPAWINA,estabas ocupado.,saka'tapawina,False
P01626,Eras mío.,KUAKIN ÑIWINA,eras mío.,kuakin ñiwina,False
P01627,Eras simpático.,U'CHA'PAYA ÑIWINA,eras simpático.,u'cha'paya ñiwina,False
P01628,Fracasarás.,NU'CHIN'CHU,fracasarás.,nu'chin'chu,False
P01629,Trabajas duro.,SAKA'TECHU WATENSU',trabajas duro.,saka'techu watensu',False
P01630,Trabajas mucho.,SAKA'TECHU EMPU'NIPA,trabajas mucho.,saka'techu empu'nipa,False
P01631,Llegaran lejos.,WEI EK'TUE'CHUNA',llegaran lejos.,wei ek'tue'chuna',False
P01632,Llegará lejos.,WEI EK'TUE'CHU,llegará lejos.,wei ek'tue'chu,False
P01633,Lo verás.,LLI'ECHU,lo verás.,lli'echu,True
P01634,La verás.,LLI'ECHU,la verás.,lli'echu,True
P01635,Eres parcial.,DENLEKPIN'TA' ÑAPALA,eres parcial.,denlekpin'ta' ñapala,False
P01636,¿Bromeas?,¿SI'LENTAPALA'?,¿bromeas?,¿si'lentapala'?,False
P01637,¡Estás bromeando!,¡SI'LENTAPALA!,¡estás bromeando!,¡si'lentapala!,False
P01638,Eres guapa.,MULUNSHA NUKA'MA,eres guapa.,mulunsha nuka'ma,False
P01639,Estás soltero.,INAPIKEN NUKA'MA,estás soltero.,inapiken nuka'ma,True
P01640,Estás delgado.,SHA'MU'SU' NUKA'MA,estás delgado.,sha'mu'su' nuka'ma,False
P01641,Estás dormido.,WICHI'SU' ÑAPALA,estás dormido.,wichi'su' ñapala,False
P01642,Estás tratando.,YANU'TAPALA,estás tratando.,yanu'tapala,False
P01643,¿Estoy calificado para el trabajo?,¿MUPALEK SAKA'TUNANKI?,¿estoy calificado para el trabajo?,¿mupalek saka'tunanki?,True
P01644,¿Tenías miedo?,¿TE'KUAWINA?,¿tenías miedo?,¿te'kuawina?,False
P01645,¿Estás dormido?,¿WICHI'SU' ÑAPALA?,¿estás dormido?,¿wichi'su' ñapala?,False
P01646,¿Vendrás?,¿WENCHE'CHUN?,¿vendrás?,¿wenche'chun?,True
P01647,¿Vienes?,¿WENCHE'CHUN?,¿vienes?,¿wenche'chun?,True
P01648,¿Estás bromeando?,¿SI'LENTAPALA?,¿estás bromeando?,¿si'lentapala?,False
P01649,¿Estás soltero?,¿INAPIKEN ÑAPALA?,¿estás soltero?,¿inapiken ñapala?,False
P01650,Tráemelo.,KERITU'U,tráemelo.,keritu'u,False
P01651,¿Puedo ayudarle?,¿YENNITULEK KATU'PA'A'KIK?,¿puedo ayudarle?,¿yennitulek katu'pa'a'kik?,True
P01652,¿Puedo ayudarte?,¿YENNITULEK KATU'PA'A'KIK?,¿puedo ayudarte?,¿yennitulek katu'pa'a'kik?,True
P01653,¿Puedo besarte?,¿YENNITULEK MUSHA'A'KIK?,¿puedo besarte?,¿yennitulek musha'a'kik?,False
P01654,¿Puedo verlos?,¿YENNITULEK LLI'DEK'AK?,¿puedo verlos?,¿yennitulek lli'dek'ak?,False
P01655,¿Puedo sentarme?,¿YENNITULEK DU'AK?,¿puedo sentarme?,¿yennitulek du'ak?,False
P01656,¿Podemos proseguir?,¿YENNITATERWA TUPITAK?,¿podemos proseguir?,¿yennitaterwa tupitak?,True
P01657,¿Podemos continuar?,¿YENNITATERWA TUPITAK?,¿podemos continuar?,¿yennitaterwa tupitak?,True
P01658,¿Puedes levantarte?,¿YENNITULA YUNSAN'A'MAK? ,¿puedes levantarte?,¿yennitula yunsan'a'mak?,False
P01659,¿Puedes verlo?,¿YENNITULA LLI'A'MAK?,¿puedes verlo?,¿yennitula lli'a'mak?,False
P01660,Vuelve aquí.,ADENCHER' ASEK,vuelve aquí.,adencher' asek,False
P01661,Regresa pronto.,ADENCHER' WIUK'SU',regresa pronto.,adencher' wiuk'su',False
P01662,Baja aquí.,NU'WANKER' ASEK,baja aquí.,nu'wanker' asek,False
P01663,Ven entra.,WEKER' DA'ENCHER',ven entra.,weker' da'encher',False
P01664,"Vamos, hazlo.","PA'AWA , NU'TER'","vamos, hazlo.","pa'awa, nu'ter'",False
P01665,"Vamos, háganlo.","PA'AWA , NU'TUKU'","vamos, háganlo.","pa'awa, nu'tuku'",False
P01666,Ven acá.,WENCHER' ASEK,ven acá.,wencher' asek,True
P01667,¿Entendió?,¿LACHEK'LA?,¿entendió?,¿lachek'la?,True
P01668,¿Lo viste?,¿LLI'LA?,¿lo viste?,¿lli'la?,False
P01669,Hágalo mañana.,EKLLI NU'TER',hágalo mañana.,eklli nu'ter',False
P01670,¿Te conocemos?,¿LUWER'CHAPALLIDEN?,¿te conocemos?,¿luwer'chapalliden?,False
P01671,¿Lo tienes?,¿A'ÑAPALA?,¿lo tienes?,¿a'ñapala?,False
P01672,¿Me oyes?,¿LAUK'APALUN?,¿me oyes?,¿lauk'apalun?,True
P01673,¿Me escuchás?,¿LAUK'APALUN?,¿me escuchás?,¿lauk'apalun?,True
P01674,¿Lo sabes?,¿ÑINCHITAPALA?,¿lo sabes?,¿ñinchitapala?,False
P01675,¿Me conocen?,¿LUWER'CHAPALAMA'U?,¿me conocen?,¿luwer'chapalama'u?,False
P01676,¿Nos conoces?,¿LUWER'CHAPALAMA'UDEK?,¿nos conoces?,¿luwer'chapalama'udek?,False
P01677,¿Te gusta?,¿IYATULA?,¿te gusta?,¿iyatula?,False
P01678,¿Me quieres?,¿LUWANTULUN?,¿me quieres?,¿luwantulun?,True
P01679,¿Me amas?,¿LUWANTULUN?,¿me amas?,¿luwantulun?,True
P01680,¿Te gusto?,¿IYATULUN?,¿te gusto?,¿iyatulun?,False
P01681,¿Duele esto?,¿IKERLLI ASU'?,¿duele esto?,¿ikerlli asu'?,False
P01682,No forcejees.,YANANTAPITA,no forcejees.,yanantapita,False
P01683,Cómete todo.,KA'KER' IÑER',cómete todo.,ka'ker' iñer',False
P01684,Cómanse todo.,KA'KU' IÑER',cómanse todo.,ka'ku' iñer',False
P01685,Todos mienten.,IÑER' TUMU'LLINA',todos mienten.,iñer' tumu'llina',False
P01686,Todos pagaron.,IÑER' PANWILEK'TULLINA',todos pagaron.,iñer' panwilek'tullina',False
P01687,Dáselo.,ENKA'KER',dáselo.,enka'ker',True
P01688,Buenas tardes.,MUER'WA,buenas tardes.,muer'wa,False
P01689,Pásaselo.,ENKA'KER',pásaselo.,enka'ker',True
P01690,¡Feliz año!,¡MUEK'KILALA!,¡feliz año!,¡muek'kilala!,False
P01691,¿Has comido?,¿WERANA?,¿has comido?,¿werana?,True
P01692,¿Comiste?,¿WERANA?,¿comiste?,¿werana?,True
P01693,¿Ya comiste?,¿IPA WERANA?,¿ya comiste?,¿ipa werana?,False
P01694,Él aceleró.,APINTA'A'TEKALLI,él aceleró.,apinta'a'tekalli,False
P01695,Tiene barba.,AMU UTEK'WAÑI,tiene barba.,amu utek'wañi,False
P01696,Ha cambiado.,A'PAWILEKLLI,ha cambiado.,a'pawileklli,False
P01697,Es canadiense.,KANADIENSE NUKA'A,es canadiense.,kanadiense nuka'a,False
P01698,La increpó.,YUTULLI,la increpó.,yutulli,False
P01699,Parece enfadada.,YUPA'MASU'PUSU' LLI'TULA,parece enfadada.,yupa'masu'pusu' lli'tula,False
P01700,Vende frutas.,UKU'LATAPALLI WAYUPILUSA',vende frutas.,uku'latapalli wayupilusa',False
P01701,Debería venir.,WENCHA'WINSU',debería venir.,wencha'winsu',False
P01702,Quiere ir.,YAPA'LLI,quiere ir.,yapa'lli,False
P01703,Se ahogó.,CHIMIDEK'TULLI,se ahogó.,chimidek'tulli,False
P01704,Está deprimido.,WE'INUTAPALLI,está deprimido.,we'inutapalli,False
P01705,Aquí vienen.,ASEK UK'APILELLINA',aquí vienen.,asek uk'apilellina',False
P01706,¿Cuánto es?,¿ENPUDUNCHA?,¿cuánto es?,¿enpuduncha?,False
P01707,"¡Apúrensen, muchachos!",¡WIUK'KU WILALUSA'!,"¡apúrensen, muchachos!",¡wiuk'ku wilalusa'!,False
P01708,Ya sé.,IPA' ÑINCHITULEK,ya sé.,ipa' ñinchitulek,False
P01709,Comí demasiado.,NAKUSU' WERANEK,comí demasiado.,nakusu' weranek,False
P01710,Te creí.,LATEKLLIEN,te creí.,latekllien,True
P01711,Presto dinero.,ALANTAPALEK KULLIKER',presto dinero.,alantapalek kulliker',False
P01712,Traje vino.,KERLLIEK VINU',traje vino.,kerlliek vinu',False
P01713,Puedo ayudarte.,YENNITULEK KATU'PA'A'KIK,puedo ayudarte.,yennitulek katu'pa'a'kik,False
P01714,Puedo demostrarlo.,YENNITULEK A'LLI'TAK,puedo demostrarlo.,yennitulek a'lli'tak,False
P01715,Lo noto.,LLI'APALEK,lo noto.,lli'apalek,False
P01716,No pico.,KU'LA EK'KUANPINEK,no pico.,ku'la ek'kuanpinek,False
P01717,No sigo.,KU'LA TUPIAPI'NEK,no sigo.,ku'la tupiapi'nek,False
P01718,No entiendo.,KU'LA LACHEK'I'NEK,no entiendo.,ku'la lachek'i'nek,False
P01719,Bebo café.,ULEK WAYUSA',bebo café.,ulek wayusa',False
P01720,Me arrestaron.,PILLI'TULLINER'KU',me arrestaron.,pilli'tulliner'ku',False
P01721,Me divorcié.,YANPU'LEK,me divorcié.,yanpu'lek,False
P01722,Me divertí.,SAKEK'LEK,me divertí.,sakek'lek,False
P01723,Odio bailar.,LUYULEK LANSA'AK,odio bailar.,luyulek lansa'ak,True
P01724,Detesto bailar.,LUYULEK LANSA'AK,detesto bailar.,luyulek lansa'ak,True
P01725,Odio planchar.,EMPU'DUNCHA',odio planchar.,empu'duncha',False
P01726,Odio trabajar.,LUYULEK SAKA'TAK,odio trabajar.,luyulek saka'tak,False
P01727,Tengo tos.,ILULEK,tengo tos.,ilulek,False
P01728,Ni idea.,NINCHICHI'NEK,ni idea.,ninchichi'nek,False
P01729,Tengo hermanas.,UTRINWANPALEK,tengo hermanas.,utrinwanpalek,False
P01730,Adoro ganar.,IYATULEK KANA'TAK,adoro ganar.,iyatulek kana'tak,False
P01731,Hice panecitos.,NUTULEK TANTA'SHALA,hice panecitos.,nutulek tanta'shala,False
P01732,Debo regresar.,ADANTA'A'KASU' ÑAPALLI,debo regresar.,adanta'a'kasu' ñapalli,False
P01733,Necesito respuestas.,LUWANTULEK NA'PIA'MUSU',necesito respuestas.,luwantulek na'pia'musu',False
P01734,Necesito descansar.,LUWANTULEK NERIAK,necesito descansar.,luwantulek neriak,False
P01735,Necesito trabajar.,LUWANTULEK SAKA'TAK,necesito trabajar.,luwantulek saka'tak,False
P01736,Necesitaba dinero.,LUWANTUWINEK KULLIKER',necesitaba dinero.,luwantuwinek kulliker',False
P01737,Ahora recuerdo.,IPA'LA LLI'INUTULEK,ahora recuerdo.,ipa'la lli'inutulek,False
P01738,Te recuerdo.,LLI'INUTAPALLIEN,te recuerdo.,lli'inutapallien,False
P01739,Estornudo mucho.,A'SHULEK WAPU',estornudo mucho.,a'shulek wapu',False
P01740,Hablo francés.,LUMPALEK FRANCES,hablo francés.,lumpalek frances,False
P01741,Estudio francés.,A'LEK'APALLINER'KU FRANCES,estudio francés.,a'lek'apalliner'ku frances,False
P01742,Estudio coreano.,A'LEK'APALLINER'KU KOREANO,estudio coreano.,a'lek'apalliner'ku koreano,False
P01743,Enseño francés.,A'LEK'TAPALEK FRANCES,enseño francés.,a'lek'tapalek frances,False
P01744,Quiero otro.,LUWANTULEK ALI'LA,quiero otro.,luwantulek ali'la,False
P01745,Quiero ayudar.,YAKATUPA'TULEK,quiero ayudar.,yakatupa'tulek,False
P01746,Quiero vivir.,YANAMPILEK,quiero vivir.,yanampilek,False
P01747,Quiero jugar.,YAINTEKLLITULEK,quiero jugar.,yaintekllitulek,False
P01748,Quiero renunciar.,YAYUNSU'LEK,quiero renunciar.,yayunsu'lek,False
P01749,Quiero descansar.,YANERILEK,quiero descansar.,yanerilek,False
P01750,Quiero hablar.,YALUN'NEK,quiero hablar.,yalun'nek,False
P01751,Quiero trabajar.,YASAKA'TULEK,quiero trabajar.,yasaka'tulek,False
P01752,Fui arrestado.,PILLITUWIÑINERKU',fui arrestado.,pillituwiñinerku',False
P01753,Estaba soñando.,WA'LATAPAWINEK,estaba soñando.,wa'latapawinek,False
P01754,Estaba durmiendo.,WICHA'PAWINEK,estaba durmiendo.,wicha'pawinek,False
P01755,Estaba sudando.,ELLIA'PAWINEK,estaba sudando.,ellia'pawinek,False
P01756,Fui bienvenido.,MUSU' SEKAPER'LLINERKU,fui bienvenido.,musu' sekaper'llinerku,False
P01757,Estaba agotado.,ÑAPAWINEK SAKA'TUSU',estaba agotado.,ñapawinek saka'tusu',False
P01758,Desearía poder.,YEN'NICHINA'KA,desearía poder.,yen'nichina'ka,False
P01759,Sería cuidadoso.,ÑI'INAKA INLU'UKTUTEK,sería cuidadoso.,ñi'inaka inlu'uktutek,False
P01760,Preferiría morir.,CHIMIN'INA'KA,preferiría morir.,chimin'ina'ka,False
P01761,Estaré cerca.,KAWIK ÑAPECHEK,estaré cerca.,kawik ñapechek,False
P01762,Seré directo.,CHEKSU' ÑECHEK,seré directo.,cheksu' ñechek,False
P01763,Los llamaré.,PEKLUE'CHENMA',los llamaré.,peklue'chenma',False
P01764,Te llamaré.,PEKLUE'CHEN,te llamaré.,peklue'chen,True
P01765,Lo regañaré.,YUTE'CHEK,lo regañaré.,yute'chek,True
P01766,Le reñiré.,YUTE'CHEK,le reñiré.,yute'chek,True
P01767,Te invitaré.,PEKLUE'CHEN,te invitaré.,peklue'chen,True
P01768,Soy principiante.,TENMIANSU'PALEK,soy principiante.,tenmiansu'palek,False
P01769,Soy músico.,TULUNER'CHEKU NUKA'KA,soy músico.,tuluner'cheku nuka'ka,False
P01770,Estoy asombrada.,IMANANTUSU' ÑAPALEK,estoy asombrada.,imanantusu' ñapalek,True
P01771,Estoy apurado.,WIUK'APALEK,estoy apurado.,wiuk'apalek,False
P01772,Me desnudo.,INANPILECHEK,me desnudo.,inanpilechek,False
P01773,Estoy desempleado.,MAKEK SAKA'TAPI'NEK,estoy desempleado.,makek saka'tapi'nek,True
P01774,Estoy parado.,WANERAPALEK,estoy parado.,wanerapalek,False
P01775,Estoy desempleada.,MAKEK SAKA'TAPI'NEK,estoy desempleada.,makek saka'tapi'nek,True
P01776,Estoy acostumbrado.,ÑAPALEK DA'IYASU',estoy acostumbrado.,ñapalek da'iyasu',False
P01777,Me vieron.,LLI'LLINER'KU,me vieron.,lli'lliner'ku,False
P01778,Me dispararon.,ILANÑINER'KU,me dispararon.,ilanñiner'ku,False
P01779,Me demandaron.,IKER'LALAK AKU'LLINERKU,me demandaron.,iker'lalak aku'llinerku,False
P01780,Los vi.,LLI'DEK'LEK,los vi.,lli'dek'lek,False
P01781,¿Es médico?,¿LULENTUTEKEN'A'CHA?,¿es médico?,¿lulentuteken'a'cha?,False
P01782,¿Es doctor?,¿LULENTUTEK'A'CHA?,¿es doctor?,¿lulentutek'a'cha?,False
P01783,¿Está durmiendo?,¿WICHA'PALLI?,¿está durmiendo?,¿wicha'palli?,False
P01784,¿Está dormido?,¿WICHISU'A'CHA?,¿está dormido?,¿wichisu'a'cha?,False
P01785,¿Es posible?,¿YENNITATER'A'CHA?,¿es posible?,¿yennitater'a'cha?,False
P01786,¿Está sano?,¿MUDINUPALLINCHA?,¿está sano?,¿mudinupallincha?,False
P01787,¿Está mejor?,¿IPA' MULA'LLI?,¿está mejor?,¿ipa' mula'lli?,False
P01788,Puede hacerse.,YENNITULEK NU'TAK,puede hacerse.,yennitulek nu'tak,True
P01789,No funcionó.,KU'LA SAKA'CHI'ÑI,no funcionó.,ku'la saka'chi'ñi,False
P01790,Mejora.,TEKDIPERKER,mejora.,tekdiperker,False
P01791,Es sábado.,SAWADU' NUKA'A,es sábado.,sawadu' nuka'a,False
P01792,Huele bien.,U'CHIMU LANELLIEK,huele bien.,u'chimu lanelliek,False
P01793,¡Huele rico!,¡IYASU' LANELLIEK!,¡huele rico!,¡iyasu' lanelliek!,False
P01794,Parece fácil.,SAKA'DEK'INPU' LLI'TULLI,parece fácil.,saka'dek'inpu' lli'tulli,False
P01795,Fue ameno.,U'CHIMU ÑIWIÑI,fue ameno.,u'chimu ñiwiñi,True
P01796,Era perfecto.,U'CHIMU ÑIWIÑI,era perfecto.,u'chimu ñiwiñi,True
P01797,Fue planeado.,LLI'INUPI ÑIWIÑI,fue planeado.,lli'inupi ñiwiñi,False
P01798,Estaba nevando.,PULUNKER'APAWIÑI,estaba nevando.,pulunker'apawiñi,True
P01799,Nevaba.,PULUNKER'APAWIÑI,nevaba.,pulunker'apawiñi,True
P01800,Estará listo.,INSEK'DIPERPI ÑAPE'CHU,estará listo.,insek'diperpi ñape'chu,False
P01801,Es mes de navidad.,ÑIÑUDUKER' NUKA'A,es mes de navidad.,ñiñuduker' nuka'a,True
P01802,Me supera.,KANA'LLIU,me supera.,kana'lliu,False
P01803,Es delicioso.,IYASU' NUKA'A,es delicioso.,iyasu' nuka'a,False
P01804,Es diferente.,NERPI'LA NUKA'A,es diferente.,nerpi'la nuka'a,True
P01805,Es idéntico.,NANAPU'SU' NUKA'A,es idéntico.,nanapu'su' nuka'a,False
P01806,Está vibrando.,PADA'SA'TAPALLI,está vibrando.,pada'sa'tapalli,False
P01807,¡Es maravilloso!,¡LIATUSU' NUKA'A!,¡es maravilloso!,¡liatusu' nuka'a!,False
P01808,Olvídalo ya.,IPA' PINANERKER',olvídalo ya.,ipa' pinanerker',False
