pair_id,texto_id,item_number,SHIWILU,ESP,quality_flag
T013_N033,13,33,"“ ¿Ma'itetchuncha?, Pidir"" tullima.","“¿Cómo lo vas a llamar?, Fidel"", dijo (el cura).",ok
T013_N034,13,34,“Kenmei'na”. Ali'la panta'lli. Lli'apallima pilli'tulli. 16 Shapingo significa sacharuna o espíritu de la selva.,“Ahora tú”. Otro (niño) fue. Estuvo viendo y escogió (otro santito) agarrándolo.,ok
T013_N035,13,35,“ Asui'na Pablo”.,“Este es Pablo”.,fallback_last_line_as_spanish
T013_N036,13,36,"Asui'ina, nu'pachi, a'la'chikta'sui'ma, tulli, “Pulu”.","Este, entonces, el que entendía (de santos), dijo, “Pablo”.",ok
T013_N037,13,37,Naneklima asu' ali'lima panta'lli.,De allí le tocó el turno a otro.,ok
T013_N038,13,38,"Pilli'tulli asi'na San Pedro. ""Ah, Pideru"".","Este agarró a San Pedro. ""Ah, Pedro"".",ok
T013_N039,13,39,"Tusu'si'ma, naneklima, kenmu'wa' ipa'la nana llillin ekpa'palekwa'.","Diciendo así, desde entonces, nosotros ahora estos nombres estamos llevando.",ok
T013_N040,13,40,"Ipa'li'na asu' Ishpaña la'la' lunpatulekwa': Pablo, Pedro, Daniel, Carlos, Augusto.","Ahora esta lengua española estamos hablando: Pablo, Pedro, Daniel, Carlos, Augusto.",ok
T013_N041,13,41,Napi'i'na ma'sha Augusto itullina' Akushupi.,Antes no. A Augusto le decían Akushupi.,fallback_last_line_as_spanish
T013_N042,13,42,Octavio itullina' ukchapi.,A Octavio le decían Ukchapi.,fallback_last_line_as_spanish
T013_N043,13,43,Tusu'sa' llillinlusa' napi' a'ñiwinekwa'.,Esa clase de nombres antes no hemos tenido.,ok
T013_N044,13,44,"Lli'inutapaku' nu'sukla'nka kenmu'wa' ipa'la itullinerkenmu'wa', ""gente civilizada"" tullima.","Vayan acordándose de esa clase (de nombres) nos dicen ahora, ""gente civilizada"" dicen.",ok
T013_N045,13,45,"La'i nu'lekweipa', ku'leipa'. Latekchi’lek kua.","Así quizás somos, o no quizás. No creo yo.",ok
T013_N046,13,46,Nana nu'su' aku'llinerkenmu'wa'.,Así nos han puesto.,ok
T013_N047,13,47,Papinkumapu'wa'ku'lusa' nana nu'llina'.,Nuestros abuelos finados ellos han sido así.,fallback_last_line_as_spanish
T013_N048,13,48,Kenmu'wei'na ipa' ñinchillintekwa'.,Ahora nosotros conocemos los nombres.,ok
T013_N049,13,49,"Wadunek kerkek lli'amu llillinlusa', nerpi'pu'.","Ahora se escoge los nombres leyendo en papel, a veces.",ok
T013_N050,13,50,Nerpi'la llillin aku'llina' ñinchiluinpu'la'pi'na'.,Nombres extranjeros han puesto sin saber hablar (la lengua).,ok
T013_N051,13,51,"Ipa’la aku’llina’, ma’i, Giovanna, ma’nen ilipa’.","Ahora ponen, este, Giovana, y otros nombres más.",ok
T013_N052,13,52,"Napi' i'na Maria, Wirkiña aku'llina', ma'i, santu llillinlusa' aku'llina' napi'.","Antes les ponían María, Virginia, este, les ponían nombres de los santos antiguamente.",ok
T013_N053,13,53,Ipa'li'na ma'nen llillinlusi'pa' aku'llina'.,Ahora cualquier nombre ya les ponen.,ok
T013_N054,13,54,"Sapana', dudinpu’ aku'llina'.","Bufeo, todo tipo (de nombres) le ponen.",ok
T013_N055,13,55,Ipa’la lacheknawi’ñina’.,Ahora no se puede entender.,ok
T013_N056,13,56,Ninchipeklui'npu'la'pi'na'.,No saben pronunciar.,ok
T013_N057,13,57,"Nu'su' ipa'la lawektapalek asu' Shiwilumapu'wek, ñi napi'pu'su'.","Así oigo ahora en nuestro pueblo de Jeberos, no es como antes.",ok
T013_N058,13,58,"Tekkinchi walek kunparinenna' pilli'iteklatanna', kumarinenna' pilli'iteklatanna', musha'iteklanna', yensunna', willekllina'.","De verdad tomaban las manos de sus compadres, tomaban las manos de sus comadres y se las besaban, se arrodillaban y lloraban.",ok
T013_N059,13,59,"Ipa'li'na ""¿Pa'apilala, kunpá?"" tan nakutulli, lli'ladeinpu'la'pi'.","Ahora ""¿Estás yendo compadre?"" diciendo pasan, sin mirarle la cara.",ok
T013_N060,13,60,Nu'su' ñiwiñi napi'.,Así era antes.,ok
