source_pair_id,shiwilu_original,shiwilu_variant,detected_suffix,swapped_with,spanish_kept,status,warning
U01444,epa'echek,epa'echa',ek,a',lo llevaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01444,epa'echek,epa'echu',ek,u',lo llevaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01444,epa'echek,epa'echna',ek,na',lo llevaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00782,luwer'chapadeklek,luwer'chapadeka',lek,a',los conozco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00782,luwer'chapadeklek,luwer'chapadekek,lek,ek,los conozco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00782,luwer'chapadeklek,luwer'chapadeku',lek,u',los conozco.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02180,lauk'tapallidek,lauk'tapallida',ek,a',estamos escuchando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02180,lauk'tapallidek,lauk'tapallidu',ek,u',estamos escuchando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02180,lauk'tapallidek,lauk'tapallidna',ek,na',estamos escuchando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00040,lau'tullina',lau'tulla',ina',a',escucharon.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00040,lau'tullina',lau'tullek,ina',ek,escucharon.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00040,lau'tullina',lau'tullu',ina',u',escucharon.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01588,llia'terwa',llia'terwek,a',ek,nos quedamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01588,llia'terwa',llia'terwu',a',u',nos quedamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01588,llia'terwa',llia'terwna',a',na',nos quedamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01538,kanañina',kanaña',ina',a',lo encontraron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01538,kanañina',kanañek,ina',ek,lo encontraron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01538,kanañina',kanañu',ina',u',lo encontraron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00896,inwiperi'llina',inwiperi'lla',ina',a',se abrazaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00896,inwiperi'llina',inwiperi'llek,ina',ek,se abrazaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00896,inwiperi'llina',inwiperi'llu',ina',u',se abrazaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00768,mapa'lek,mapa'a',lek,a',lo compré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00768,mapa'lek,mapa'ek,lek,ek,lo compré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00768,mapa'lek,mapa'u',lek,u',lo compré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00775,sanek'wantuwinek,sanek'wantuwina',ek,a',tenía frío.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00775,sanek'wantuwinek,sanek'wantuwinu',ek,u',tenía frío.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00775,sanek'wantuwinek,sanek'wantuwinna',ek,na',tenía frío.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00830,wa'tentapalek,wa'tentapaa',lek,a',estoy esperando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00830,wa'tentapalek,wa'tentapaek,lek,ek,estoy esperando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00830,wa'tentapalek,wa'tentapau',lek,u',estoy esperando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00787,insek'kita'kasu'ñapalli,insek'kita'kasu'ñapaa',lli,a',debo esconderme.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00787,insek'kita'kasu'ñapalli,insek'kita'kasu'ñapaek,lli,ek,debo esconderme.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00787,insek'kita'kasu'ñapalli,insek'kita'kasu'ñapau',lli,u',debo esconderme.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01806,pada'sa'tapalli,pada'sa'tapaa',lli,a',está vibrando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01806,pada'sa'tapalli,pada'sa'tapaek,lli,ek,está vibrando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01806,pada'sa'tapalli,pada'sa'tapau',lli,u',está vibrando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02202,wa'danpilapilundek,wa'danpilapilunda',ek,a',nos traicionaste.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02202,wa'danpilapilundek,wa'danpilapilundu',ek,u',nos traicionaste.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02202,wa'danpilapilundek,wa'danpilapilundna',ek,na',nos traicionaste.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00088,wichi'echek,wichi'echa',ek,a',voy a dormir,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00088,wichi'echek,wichi'echu',ek,u',voy a dormir,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00088,wichi'echek,wichi'echna',ek,na',voy a dormir,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00156,ekte'chechuna',ekte'chechua',na',a',se adelantarán.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00156,ekte'chechuna',ekte'chechuek,na',ek,se adelantarán.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00156,ekte'chechuna',ekte'chechuu',na',u',se adelantarán.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00349,a'wer'lek,a'wer'a',lek,a',he perdido.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00349,a'wer'lek,a'wer'ek,lek,ek,he perdido.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00349,a'wer'lek,a'wer'u',lek,u',he perdido.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01441,alli'echek,alli'echa',ek,a',lo demostraré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01441,alli'echek,alli'echu',ek,u',lo demostraré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01441,alli'echek,alli'echna',ek,na',lo demostraré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
